Date,News,Class,Link,Text
14 апреля,Классный час: педагоги оказывают психологическую поддержку московским семьям,Образование,https://www.mos.ru//news/item/72608073/,"Фото: mos.ru. Юлия Иванко
Инициатором классных часов выступила Ассоциация классных руководителей образовательных организаций города Москвы.
В образовательных организациях города с конца марта проводятся классные часы в дистанционном формате. Таким образом педагоги оказывают психологическую поддержку семьям с детьми. Такое решение предложила Ассоциация классных руководителей образовательных организаций города Москвы.
«Нам важно продолжать преемственность и в воспитательном процессе, а классный час является ключевым инструментом в этом», — отметил Максим Иванцов, председатель Ассоциации классных руководителей образовательных организаций города Москвы.
Еженедельно педагоги организовывают видеоконференции со своим классом, на которых они обсуждают актуальные вопросы. На данный момент наиболее важным аспектом является поддержание психологического климата внутри семьи.
«Мы все сегодня живем и работаем в новых реалиях и понимаем, что большинство родителей не имеют опыта пребывания дома со своим ребенком в режиме 24 на 7. Функцию социализации, которую обычно выполняет школа, сейчас на время родителям необходимо взять на себя. В нынешней ситуации семьям необходима поддержка со стороны школы», — добавил Максим Иванцов.
Для родителей проводят отдельные классные часы в формате психолого-педагогической консультации. Классный руководитель и школьный психолог делятся советами и лайфхаками для продуктивной работы с детьми.
Кроме того, с 11 по 19 апреля проходит конкурс «Классный подкаст» для классных руководителей, учеников 1–11-х классов и их родителей, в рамках которого они могут поделиться своим опытом дистанционного обучения. Для участия необходимо записать аудио- или видеоролик длительностью не более двух минут на тему, соответствующую хештегу #НеОдинДома, и отправить его на электронную почту: akr@gppc.ru. Лучшие работы будут размещены на сайте Ассоциации классных руководителей образовательных организаций города Москвы и на страницах в социальных сетях.
С 21 марта до 1 мая занятия в московских школах отменены. Такие меры введены в соответствии с приказом столичного Департамента образования и науки и указом Мэра Москвы из-за угрозы распространения коронавирусной инфекции.
Коронавирус: официальная информация"
14 апреля,На территории ТПУ «Некрасовка» построят подземный пешеходный переход,Транспорт,https://www.mos.ru//news/item/72598073/,"Он обеспечит безопасный проход к улице Липчанского.
В Некрасовке построят подземный пешеходный переход. Он войдет в состав транспортно-пересадочного узла (ТПУ) «Некрасовка» и обеспечит безопасный проход к улице Липчанского, сообщил главный архитектор Москвы, первый заместитель председателя Москомархитектуры Сергей Кузнецов.
«Сейчас на пересечении улицы Рождественской и Липчанского есть наземные переходы. Однако, чтобы обеспечить безопасность пешеходов, которых становится все больше, в составе ТПУ “Некрасовка” было предложено построить подземный переход. Развитию этого района в целом уделяется много внимания, постепенно решаются насущные проблемы», — отметил он.
Москвичи смогут воспользоваться тремя выходами. Один откроют со стороны Рождественской улицы, остальные — с двух сторон улицы Липчанского. Каждый из выходов оборудуют козырьком, а также лифтом.
Ожидается, что ТПУ «Некрасовка» будут пользоваться около 25 миллионов пассажиров в год. Узел уже стал важным звеном транспортной системы района. На его территории планируется построить физкультурно-оздоровительный комплекс и парк.
История вопроса
На территории ТПУ «Некрасовка» построят спорткомплекс с катком, бассейном и экстрим-парком Около станции метро «Некрасовка» построят торгово-развлекательный центр с кинотеатром"
14 апреля,Почти половина новых случаев заражения коронавирусом — у людей младше 45 лет,Здравоохранение,https://www.mos.ru//news/item/72600073/,"Фото: Пресс-служба Мэра и Правительства Москвы. Максим Мишин
Все заболевшие коронавирусом и те, кто близко с ними общался, находятся под наблюдением.
В Москве подтверждено 1489 новых случаев заражения коронавирусной инфекцией. Всего в городе к настоящему моменту зафиксировано 13 002 случая заражения COVID-19.
44,5 процента среди новых заболевших — люди в возрасте от 18 до 45 лет, 36,5 процента — от 46 до 65 лет и еще 14 процентов — старше 65 лет, причем почти пять процентов из них старше 80 лет. Еще пять процентов заболевших новым типом коронавируса — дети. Все пациенты, а также близко контактировавшие с ними лица уже находятся под медицинским наблюдением.
С 13 по 19 апреля указом Мэра Москвы в столице введен ряд дополнительных запретов и ограничений для борьбы с распространением коронавирусной инфекции. На это время приостановлена работа практически всех предприятий и организаций, кроме органов государственной власти, медицинских организаций, предприятий пищевой и медицинской промышленности, производителей средств индивидуальной защиты, ключевых предприятий оборонного комплекса, космической отрасли, атомной промышленности и критически важной инфраструктуры.
Все работающие предприятия должны максимально сократить персонал, присутствующий на рабочих местах. Остальных сотрудников переводят на удаленную работу или в режим нерабочей недели.
В течение недели приостановлены строительные (ремонтные) работы, за исключением строительства медицинских объектов, а также работ непрерывного цикла. Приостанавливается работа каршеринга и оказание медицинских услуг организациями, для которых данный вид деятельности не является основным.
Дни до 30 апреля в России объявлены нерабочими. Такие меры необходимы для предупреждения распространения в стране коронавирусной инфекции. Все жители столицы независимо от возраста сейчас должны оставаться дома.
Узнать больше о профилактике коронавируса и методах борьбы с заболеванием можно по телефону горячей линии: +7 (495) 870-45-09 (ежедневно с 08:00 до 21:00), а также в спецпроекте mos.ru.
Цифровые пропуска: как будет работать пропускная система в городе"
14 апреля,92 торговые точки оштрафованы за несоблюдение правил по обеспечению социальной дистанции,Экономика и предпринимательство,https://www.mos.ru//news/item/72601073/,"Нарушения были обнаружены за последние три дня.
За последние три дня в Москве оштрафовали 92 предприятия за нарушение правил торговли в условиях режима повышенной готовности, сообщил Министр Правительства Москвы, руководитель столичного Департамента торговли и услуг Алексей Немерюк. Нарушения были связаны с несоблюдением правил по обеспечению социальной дистанции.
«Нанесение специальной разметки позволяет избежать потенциально опасных контактов между покупателями. Сотрудники оштрафованных предприятий не предпринимали никаких действий для того, чтобы обеспечить между ними социальную дистанцию. Пренебрежение этим требованием — достаточное основание не только для административных санкций, но и для закрытия бизнеса», — сказал Алексей Немерюк.
Также он призвал предприятия торговли с максимальной ответственностью отнестись к соблюдению санитарно-эпидемиологических предписаний, поскольку от этого зависят здоровье и жизнь москвичей.
История вопроса
Из-за отсутствия социальной разметки оштрафованы 18 магазинов Ответы на главные вопросы о режиме самоизоляции
Федеральным законом от 1 апреля 2020 года внесены изменения в КоАП, устанавливающие ответственность предприятий за нарушение режима повышенной готовности. За соблюдением исполнения закона в сфере торговли следят сотрудники Департамента торговли и услуг, префектур и управ. За контроль над предприятиями, которые находятся в зданиях, отвечает Государственная инспекция по контролю за использованием объектов недвижимости, за контроль над площадками на открытом воздухе — Объединение административно-технических инспекций.
Ответственность за соблюдение мер, описанных в указе Мэра Москвы, лежит на магазинах и других торговых точках. Они обязаны обеспечить не только возможность соблюдения дистанции внутри помещения, в том числе при помощи специальной разметки, но и организовать площадки для ожидания так, чтобы посетители имели возможность соблюдать социальную дистанцию и во время ожидания входа в магазин.
Узнать больше о профилактике коронавируса и методах борьбы с заболеванием можно по телефону горячей линии: +7 (495) 870-45-09, а также в спецпроекте mos.ru."
14 апреля,В Москве от коронавирусной инфекции вылечили уже более тысячи человек,Здравоохранение,https://www.mos.ru//news/item/72595073/,"Фото: Пресс-служба Мэра и Правительства Москвы. Денис Гришкин
Всего в Москве излечились уже 1016 человек.
За прошедшие сутки выздоровели еще 179 пациентов после прохождения лечения от COVD-19 в больницах города. Об этом сообщила Анастасия Ракова, заместитель Мэра Москвы по вопросам социального развития.
«Пациенты, которым необходимо оставаться под наблюдением после выписки, получили соответствующие рекомендации. В последние несколько дней в Москве ежедневно выписывают более 100 полностью выздоровевших человек, это очень хорошая динамика, и мы надеемся, что она продолжится и дальше. Всего количество полностью излечившихся в Москве увеличилось до 1016 человек», — уточнила она.
Чтобы подтвердить отсутствие у человека заболевания, врачи после лечения проводят специальные исследования.
Пациентов с коронавирусной инфекцией сегодня принимают федеральные, городские и частные стационары. Там созданы условия для качественной диагностики и лечения заразившихся коронавирусом. Пациенты находятся под наблюдением мультидисциплинарных медицинских команд врачей — инфекциониста, пульмонолога, эпидемиолога, анестезиолога и реаниматолога.
История вопроса
Врачи на связи: как телемедицина помогает в борьбе с коронавирусом Сергей Собянин: Мы приняли решение задействовать максимальное количество больниц для борьбы с коронавирусом
Узнать больше о профилактике коронавируса и методах борьбы с заболеванием можно по телефону горячей линии: +7 (495) 870-45-09 (ежедневно с 08:00 до 21:00), а также в спецпроекте mos.ru. "
14 апреля,Некоторые вестибюли станций метро и МЦК временно закрыты,Транспорт,https://www.mos.ru//news/item/72581073/,"Фото: mos.ru. Максим Денисов
Изменения связаны со снижением пассажиропотока.
С 14 апреля временно закрыты некоторые вестибюли 20 станций метро и Московского центрального кольца (МЦК) с минимальной нагрузкой. Сами станции продолжают работать, пассажиры могут воспользоваться соседними вестибюлями.
Например, в список попали отдельные вестибюли «Черкизовской» и станции Площадь Гагарина МЦК — через каждый из них заходят менее 15 человек в час. Раньше этими вестибюлями пользовались более 1300 человек в день, сейчас — менее 200. Еще один пример — вестибюль станции метро «Пионерская». Здесь пассажиропоток снизился с 2670 до примерно 350 человек в день.
«Движение поездов в метро продолжается по графику рабочего дня несмотря на более чем 80-процентное снижение потока — это помогает пассажирам соблюдать социальную дистанцию. При этом закрытие отдельных вестибюлей — временное явление. В список попали только те станции, на которых в разы уменьшилось количество пассажиров и у которых есть не менее двух вестибюлей. Кроме того, возле них нет большого количества социально значимых объектов. Мы постоянно следим за ситуацией. В случае необходимости откроем их вновь», — рассказали в пресс-службе Московского метрополитена.
Так, закрыли следующие выходы в вестибюлях станций:
— «Черкизовская» (Сокольническая линия) — выходы 2 и 3;
— Площадь Гагарина (МЦК) — выход 2;
— «Косино» (Некрасовская линия) — выход 7;
— «Спартак» (Таганско-Краснопресненская линия) — выход 1;
— «Пионерская» (Филевская линия) — выход 1;
— «Румянцево» (Сокольническая линия) — выход 1;
— «Выставочная» (Филевская линия) — выход 4;
— «Озерная» (Солнцевская линия) — выход 1;
— «ЦСКА» (Большая кольцевая линия) — выход 1;
— «Боровское шоссе» (Солнцевская линия) — выход 1;
— «Кунцевская» (Филевская линия) — выход 1;
— «Пятницкое шоссе» (Арбатско-Покровская линия) — выход 1;
— «Говорово» (Солнцевская линия) — выходы 1 и 2;
— «Алма-Атинская» (Замоскворецкая линия) — выход 1;
— «Мичуринский проспект» (Солнцевская линия) — выход 2;
— «Международная» (Филевская линия) — выход 6;
— «Савеловская» (Большая кольцевая линия) — выходы 6 и 7;
— «Рассказовка» (Солнцевская линия) — выходы 4 и 5;
— «Филевский парк» (Филевская линия) — выход 1;
— «Багратионовская» (Филевская линия) — выход 1.
В метро принимают все необходимые меры по предотвращению распространения коронавирусной инфекции. Специалисты постоянно убирают и дезинфицируют составы, а также эксплуатируемый парк поездов, в том числе с помощью ультрафиолета. Обработке дезинфицирующим паром подвергается вся пассажирская зона — вестибюли, платформы, турникеты. Аналогичный метод используется и при дезинфекции вентиляционных шахт. К тому же ведется контроль за здоровьем персонала. При выходе на смену всем работникам, которые взаимодействуют с пассажирами, измеряют температуру.
История вопроса
Более четырех тысяч единиц техники задействуют 12 апреля в дезинфекции столицы"
14 апреля,Москва делится с регионами опытом по борьбе с распространением коронавируса,Здравоохранение,https://www.mos.ru//news/item/72582073/,"Фото: Пресс-служба Мэра и Правительства Москвы. Денис Гришкин
Вебинары пользуются большой популярностью, поскольку опыт Москвы считается успешным и эффективным.
Специалисты информационного центра по мониторингу ситуации с коронавирусом и Правительство Москвы проводят вебинары, в которых делятся опытом с коллегами из других регионов.
К вебинару 4 апреля главный врач больницы № 40 в Коммунарке Денис Проценко и главный врач больницы № 52 Марьяна Лысенко представили доклады о подготовке стационара к приему больных с коронавирусной инфекцией.
На вебинаре 6 апреля выступил Сергей Морозов, директор Научно-практического клинического центра диагностики и телемедицинских технологий, главный внештатный специалист по лучевой и инструментальной диагностике Департамента здравоохранения Москвы и Министерства здравоохранения. Он рассказал, как организовать и подготовить отделения лучевой диагностики, какие существуют алгоритмы действий для медицинского персонала при проведении лучевых исследований при диагностике коронавирусной инфекции.
11 апреля прошли два вебинара. Один был посвящен организации работы первичного медицинского звена для предотвращения распространения коронавирусной инфекции, а второй — организации сбора информации о первом круге контактов с заболевшими COVID-19. Спикерами стали председатель Комитета государственных услуг Елена Шинкарук, помощник заместителя Мэра Москвы по вопросам социального развития Елена Солнцева, доктор медицинских наук главный врач городской поликлиники № 2 Наталья Шиндряева и заместитель главного внештатного специалиста по скорой медицинской помощи Алексей Безымянный.
Эти вебинары пользуются большой популярностью в регионах, поскольку опыт Москвы в борьбе с распространением коронавируса считается успешным и эффективным.
История вопроса
В Москве вводится ряд дополнительных ограниченийЦифровые пропуска: кто может оформить, как получить и на какой срок
До 30 апреля в России — нерабочие дни. Граждане независимо от возраста должны оставаться дома. Покинуть место проживания можно при обращении за экстренной медицинской помощью и при иной прямой угрозе жизни и здоровью, для похода в ближайший магазин или аптеку, выгула собаки (не более 100 метров от дома), выноса мусора, а также проезда до места работы (для тех, кто обязан ее посещать).
В Москве закрыты все развлекательные заведения, салоны красоты, кафе и рестораны. Работают в обычном режиме только продовольственные магазины, аптеки, зоомагазины, службы доставки, салоны связи и непродовольственные магазины, где можно купить товары первой необходимости.
В общественных местах необходимо соблюдать дистанцию не менее полутора метров. Это требование не касается поездок на такси. Такие же меры введены в Подмосковье.
Узнать больше о профилактике коронавируса и методах борьбы с заболеванием можно по телефону горячей линии: +7 (495) 870-45-09 (ежедневно с 08:00 до 21:00), а также в спецпроекте mos.ru."
14 апреля,На портале поставщиков было заключено 35 тысяч контрактов через инструмент котировочных сессий с начала года,Экономика и предпринимательство,https://www.mos.ru//news/item/72550073/,"Фото: Пресс-служба Мэра и Правительства Москвы. Максим Мишин
Котировочные сессии представляют собой упрощенные электронные аукционы, которые позволяют проводить закупки по 44-ФЗ до 300 тысяч рублей, а в некоторых случаях до 600 тысяч рублей. В рамках закупок по 223-ФЗ ограничение по сумме составляет три миллиона рублей.
За первый квартал 2020 года на портале поставщиков через инструмент котировочных сессий (упрощенных электронных аукционов) было заключено 35 тысяч контрактов с представителями малого и среднего бизнеса. Это в полтора раза больше, чем за тот же период прошлого года, сообщил заместитель Мэра Москвы в Правительстве Москвы по вопросам экономической политики и имущественно-земельных отношений Владимир Ефимов.
«Статистика показывает востребованность котировочных сессий. С января по март на портале поставщиков состоялось 35 тысяч котировочных сессий общим объемом 3,1 миллиарда рублей. В прошлом году показатели были на уровне 21 тысячи и 1,7 миллиарда рублей соответственно», — добавил он.
Владимир Ефимов отметил, что востребованность формата подтверждает стабильно высокий уровень конкуренции на котировочных сессиях. В среднем в них участвуют по семь предпринимателей.
Котировочные сессии представляют собой упрощенные электронные аукционы, которые позволяют проводить закупки до 300 тысяч рублей, а в некоторых случаях до 600 тысяч рублей. Ограничение по сумме закупки, осуществленной по 223-ФЗ, составляет три миллиона рублей.
По мнению предпринимателей и заказчиков, главным плюсом котировочных сессий является оперативность. Длительность большинства из них составляет 24 часа, при этом в среднем контракт заключается за один — три дня. Прошлым летом функционал инструмента был расширен, пользователям портала стали доступны короткие котировочные сессии длительностью по три и шесть часов, отметил руководитель Департамента города Москвы по конкурентной политике Иван Щербаков.
«Наш следующий шаг — расширение номенклатурного перечня коротких котировочных сессий. Сегодня шестичасовые котировки уже используют для закупок не только товаров, но и услуг, таких как текущий ремонт, содержание зеленых насаждений и техническое обслуживание. Теперь рассматриваем возможность настроить публикацию закупок на оказание услуг в формате трехчасовых котировочных сессий», — подчеркнул руководитель ведомства.
Сократить сроки проведения котировочных сессий удалось в том числе и благодаря техническим возможностям портала. Удобный личный кабинет, электронный каталог товаров, нативный интерфейс, онлайн-сервисы и другой внедренный функционал обеспечивают пользователям
«Поставочная спецификация максимально прозрачна, так как все характеристики указаны в каталоге продукции портала поставщиков и вносятся автоматически. Также скоро будет запущено автоматическое формирование структурированных контрактов. В самые короткие сроки закупки малого объема — от формирования до отчетности — будут полностью электронные», — рассказал Министр Правительства Москвы, руководитель столичного Департамента информационных технологий Эдуард Лысенко.
История вопроса
Удобная навигация, уведомления и сортировка торгов: обновился личный кабинет портала поставщиковБолее 10 миллионов человек посетили инвестиционный портал с момента создания
Портал поставщиков был создан в 2013 году для автоматизации процедур закупок малого объема. Интернет-ресурс помогает повышать конкуренцию потенциальных поставщиков, дает возможность объективно оценить существующий рынок предложений и проанализировать сведения о выполнении обязательств. Сейчас с порталом работают уже около 170 тысяч поставщиков, каждый день присоединяется 100 новых поставщиков, а каталог уникальных товаров, работ и услуг содержит более 485 тысяч наименований."
14 апреля,Москвичи выбрали лучшего артиста проекта «Музыка в метро»,Транспорт,https://www.mos.ru//news/item/72579073/,"Церемония награждения пройдет во время живых прослушиваний следующего сезона.
Лучшим артистом проекта «Музыка в метро» стал Павел Пикалов — участник прошлых четырех сезонов, сейчас он проходит отбор и в следующий. За время существования проекта музыкант выступил на разных его площадках больше 400 раз.
Проголосовать за одного из 16 музыкантов, отобранных в течение четырех сезонов, можно было с 27 марта по 12 апреля в социальной сети «В контакте». В голосовании приняли участие около 20 тысяч человек.
Победителя наградят позже на живых прослушиваниях «Музыки в метро». Павел Пикалов сможет выступить на большой сцене одного из проектов Московского продюсерского центра в этом году.
Прием заявок на участие в пятом сезоне продолжается, подать их можно на сайте проекта. Артистов, которые будут выступать на специальных площадках, выберут члены экспертного жюри. Отбор проходит в несколько этапов: сначала эксперты оценивают качество материала, потом, во время живых прослушиваний, — технику и качество исполнения, а также визуальную подачу.
Благодаря проекту музыканты могут заявить о себе, а пассажиры — послушать качественную музыку в подземке. В прошлом году «Музыка в метро» впервые вышла за свои привычные пределы — артисты выступили в павильоне Московских центральных диаметров и на площадке Даниловского рынка у станции метро «Тульская»."
14 апреля,Скелет под колпаком и рога раздора. Истории пяти экспонатов Дарвиновского музея,Комфорт: Досуговая инфраструктура,https://www.mos.ru//news/item/72572073/,"Печальная судьба неуклюжей птицы додо, детективное расследование дела о таинственных надписях на черепах антилоп и один охотничий трофей, вставший между двумя славными представителями дома Романовых в начале ХХ века.
Музеи временно закрыты, но с помощью совместных материалов mos.ru и агентства «Мосгортур» можно рассматривать предметы из их фондов и узнавать связанные с ними истории не выходя из дома.
Заведующий сектором низших позвоночных Дмитрий Милосердов выбрал пять экспонатов из фонда остеологических материалов, которые представляют не только научный, но и исторический интерес.
Маврикийский дронт (додо)
В Дарвиновском музее есть скелет вымершей птицы додо — единственный в России и один из 17 сохранившихся в мире. Ученые склоняются к тому, что предками додо были голуби, которые, оказавшись на острове, эволюционировали и утратили способность летать. Взрослая особь весила около 25 килограммов и достигала высоты одного метра. Научное название птицы — маврикийский дронт.
История додо печальна. До XVII века они обитали на вулканическом острове Маврикий в Индийском океане. В XVII веке мореходство стало играть ключевую роль в развитии мировых политических и торговых отношений. Острова использовались как перевалочные пункты: моряки делали на них остановки для пополнения запасов воды, починки кораблей и поиска пищи. Однажды навстречу высадившимся на Маврикии мореходцам вышли неуклюжие птицы.
Дронт оказался ценным пищевым ресурсом. Большая, не умеющая летать и обороняться птица была легкой добычей для моряков. Те убивали додо на острове или брали с собой на корабль в качестве «живых консервов». Ученые также предполагают, что истребляли дронта не только люди, но и животные, которых завезли на остров моряки, — до этого у этих птиц не было опасных врагов.
Скелет додо. Фото: Государственный Дарвиновский музей
Уже в 1638 году, через 40 лет после первого упоминания о додо в судовых журналах, эту птицу описывали как большую редкость. По разным оценкам ученых, маврикийский дронт как вид просуществовал от 40 до 100 лет. Популяция маврикийского дронта начала стремительно уменьшаться из-за большой засухи, случившейся на острове. Вероятнее всего, к тому моменту, когда люди впервые увидели птицу, этот вид уже вымирал.
Название «дронт», вероятно, произошло от голландского dronte, что означает «набухший» или «раздутый», — именно так впервые назвал птицу в своем судовом журнале экипаж голландского судна «Гельдерланд» в 1602 году. Второе название птицы, додо, по одной из версий, имеет португальские корни. Некоторые исследователи полагают, что оно происходит от португальского doudo (современная версия — doido), что значит «дурак» или «чокнутый». Впервые в печати его использовал английский путешественник Томас Герберт в 1634 году, утверждавший, что так этих птиц называли португальские моряки еще в начале XVI века.
Африканские трофеи немецкого офицера
Недавно Дарвиновскому музею подарили три черепа африканских антилоп. Эти трофеи добыты в начале XX века в Африке и представляют собой три вида антилоп — бубала Лихтенштейна, обыкновенного редунку и восточноафриканского кустарникового дукера.
При демонтаже черепов работники Дарвиновского музея обнаружили металлические таблички, на которых по-немецки написаны названия животных, место и точная дата их добычи. Эта информация позволила подтвердить аукционное описание предметов — до передачи музею они были куплены на мюнхенском аукционе.
Более интересная и ранее неизвестная информация была обнаружена на обратной стороне медальонов, к которым крепятся трофеи. Загадочная надпись Hudemann Freiburg, найденная на всех трех экспонатах, побудила провести расследование.
Африканские трофеи немецкого офицера. Фото: Государственный Дарвиновский музей
Сотрудникам Дарвиновского музея удалось выяснить, что в Музее природы и человека города Фрайбурга хранятся похожие экспонаты из Африки, которые 1963 году музею передала некая госпожа Констанс Худеманн. Чтобы понять, есть ли связь между экспонатами двух музеев, было решено отправить во Фрайбург письмо с фотографиями обнаруженных этикеток. В ответном послании сотрудники немецкого музея подтвердили, что трофеи принадлежали одному и тому же человеку — Хансу Худеманну, а госпожа Констанс являлась его вдовой. Вероятно, после смерти супруга она была вынуждена распродавать свое имущество.
Фридрих Оскар Худеманн. Фото: Государственный Дарвиновский музей
Позднее выяснились и некоторые детали биографии Худеманна. Ханс Фридрих Оскар Худеманн посвятил жизнь немецкой армии. В звании старшего лейтенанта он был направлен в Восточную Африку в колониальные войска. В 1905–1907 годах Худеманн принял участие в подавлении восстания Маджи-Маджи против немецких колонизаторов. Именно в эти годы он добыл свои трофеи. Погиб Худеманн в Первую мировую войну в битве при Сарребурге 21 августа 1914 года.
Самый маленький скелет
Самый маленький собранный скелет, хранящийся в Дарвиновском музее, — скелет колибри, приобретенный в Германии в самом начале XX века основателем и первым директором музея Александром Котсом. Экспонат закрыт специальным колпаком из оргстекла, потому что косточки крошечной птицы очень хрупкие.
Колибри — самая маленькая птица размером от пяти до 22 сантиметров и весом не более семи граммов. При этом скорость ее полета может достигать 80 километров в час. Из-за частого взмаха крыльев колибри (около 80 раз в секунду) создается знаменитый эффект зависания в воздухе, а парение птички сопровождается жужжанием.
Существует более 350 видов колибри. Живут птицы в основном в Южной Америке, но есть некоторые виды, которые обитают в Северной Америке и даже долетают до холодной Аляски. Однажды был зафиксирован залет колибри на Чукотку, но это единичный случай. В России они не водятся. Бытует утверждение, что колибри можно встретить еще и в Африке, но это неверно: там живут похожие на них птицы — нектарницы.
Скелет колибри. Фото: Государственный Дарвиновский музей
Брачный сезон у тропической птицы начинается в период масштабного цветения. Внимание самок самцы привлекают пением и ярким оперением. Колибри — птицы полигамные, поэтому после оплодотворения самцы находятся возле самки недолго.
Едят эти крошки немного, но часто, в основном пыльцу, древесный сок и некоторых насекомых — комаров, мушек и тлю. Для поддержания жизнедеятельности колибри ежедневно поглощают количество пищи, равное половине своего веса. Большую часть рациона птицы составляет нектар цветковых растений, который она пьет при помощи язычка.
История вопроса
От зимородка до гагары. Изучаем птичью коллекцию Биологического музея
Рога раздора
Традицию царской охоты в Российской империи ввел Александр II. У Романовых было несколько охотничьих имений. В коллекции Дарвиновского музея представлены трофеи, добытые в Беловежской Пуще. В фондах хранится около 130 таких экспонатов: рога косуль, зубров, оленей и лосей. Коллекцию составляют трофеи конца XIX — начала XX века, в том и числе и с последней царской охоты, которая состоялась в Беловежской Пуще в 1913 году.
Дворец в Беловежской Пуще. Фото: Государственный Дарвиновский музей
Царские охоты были не просто способом проведения досуга, порой на них решались важные политические вопросы. На каждом трофее указывали место и дату охоты, имя и фамилию человека, добывшего зверя.
Один из интереснейших экспонатов коллекции — рога благородного оленя с 28 отростками. В советские времена считалось, что трофей был получен из Крыма и никакого отношения к императорам не имеет, пока в начале 2000 года в свет не вышла книга, посвященная царской охоте в Беловежской Пуще. Издание сопровождалось акварельными рисунками и старинными фотографиями, на одной из них и был обнаружен «крымский олень».
Рога благородного оленя. Фото: Государственный Дарвиновский музей
Проведя кропотливую работу, сотрудники Дарвиновского музея выяснили, что животное с рекордным количеством отростков на рогах было добыто в Беловежской Пуще в 1903 году. Претендентов на трофей оказалось двое — князь Виктор Кочубей и великий князь Николай Романов. Они выстрелили в зверя одновременно. Разгорелся спор. Разрешить разногласия охотников помог император Николай II, который заявил, что трофей достается царской семье, поскольку получен в императорских владениях. Правда, через некоторое время по его указанию были сделаны две копии рогов, которые отправили спорщикам.
Олень, из-за рогов которого разгорелся спор между князем В.С. Кочубеем и великим князем Николаем Николаевичем. Фото: Государственный Дарвиновский музей
Лающий олень
Древнейший вид оленей мунтжаков существует уже более 50 миллионов лет. У этого парнокопытного есть еще два названия: лающий олень, или индийский мунтжак. Вид распространен в Южной Азии, от Индии до юго-востока Китая.
Мунтжаки — некрупные олени, максимальная длина туловища составляет 150 сантиметров, а в высоту они достигают 65 сантиметров. Весит олень не больше 50 килограммов. У самцов довольно небольшие рога, имеющие иногда всего одно ответвление. Окрас меха у оленей бывает желтоватый, охристый, серый или темно-коричневый, а молодых особей отличают светлые пятна на туловище, самки светлее самцов.
Олени мунтжаки. Фото: Государственный Дарвиновский музей
Интересной особенностью самцов мунтжаков является наличие острых клыков, которые выступают из-под верхней губы. Защищая свою территорию от других самцов, олени часто вступают в схватку, используя не только рога, но и клыки. Находясь в возбужденном состоянии или чувствуя приближение опасности, олени издают звуки, схожие с собачьим лаем.
Мунтжаки обитают в густых зарослях, неподалеку от воды и наибольшую активность проявляют в ночное время. Питаются лающие олени лесными грибами, ягодами и листьями. В их рацион могут также входить мелкие животные, яйца птиц и даже падаль.
Фото: Государственный Дарвиновский музей
Живут мунтжаки как парами, так и поодиночке. Чаще всего самка рожает по одному детенышу, период вынашивания длится около 200 дней. В возрасте одного года детеныш становится половозрелым, и родители прогоняют его со своей территории.
В Дарвиновском музее хранятся два черепа мунтжаков, которые были приобретены в начале XX века первым директором Александром Котсом, как и многие другие экспонаты."
